"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Bad Practice Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Correctness Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Dodgy Code Rules","Empty Code Rules","Experimental Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","Internationalization Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Multithreaded Correctness Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L8168","DefaultThrowableRenderer","org.apache.log4j.DefaultThrowableRenderer","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\DefaultThrowableRenderer.java","35","1","83","2","0","0","0","0","0","0","0","0","1","2","2","7","1","3","3","0","3","1","0.333333","17","17","4","0","0.333333","17","1","1","0","0","1","34","49","0","0","0","0","3","0","3","0","3","19","0","3","0","34","49","0","0","0","0","3","0","3","0","3","19","0","3","0","0","1","2","2","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L8189","Dispatcher","org.apache.log4j.Dispatcher","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Dispatcher.java","29","1","125","2","0","0","0","0","0","0","0","0","1","3","3","11","4","0","0","5","8","1","0.449438","40","24","2","0","0.449438","40","0","0","0","0","0","49","97","4","0","4","0","3","0","1","0","3","26","0","1","0","49","97","4","0","4","0","3","0","1","0","3","26","0","1","0","0","2","2","0","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"L8208","EnhancedPatternLayout","org.apache.log4j.EnhancedPatternLayout","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\EnhancedPatternLayout.java","420","1","559","2","0","0","0","0","0","0","0","0","2","1","1","12","7","4","8","5","13","1","0.894942","460","459","8","0","0.894942","460","2","2","2","2","1","54","140","10","4","8","1","8","3","7","1","11","20","5","10","1","54","140","10","4","8","1","8","3","7","1","11","20","5","10","1","0","1","6","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0","0","0","0"
"L8268","EnhancedThrowableRenderer","org.apache.log4j.EnhancedThrowableRenderer","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\EnhancedThrowableRenderer.java","35","1","168","2","0","0","0","0","0","0","0","0","1","8","8","22","2","1","1","1","5","1","0.303704","41","31","3","0","0.303704","41","1","1","0","0","1","94","134","2","0","2","0","4","0","2","0","4","58","0","2","0","94","134","2","0","2","0","4","0","2","0","4","58","0","2","0","0","4","9","6","0","0","0","4","0","0","0","0","0","0","5","0","0","0","0","0","4","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"L1810","FileAppender","org.apache.log4j.FileAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\FileAppender.java","44","1","347","2","0","0","0","0","0","0","0","0","1","3","3","29","7","16","44","10","27","1","0.521127","148","134","15","0","0.521127","148","3","4","4","5","1","136","304","14","12","4","4","17","0","14","6","56","56","0","43","14","136","304","14","12","4","4","17","0","14","6","56","56","0","43","14","0","0","3","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","1","2","2","0","1","0","0","0","0","0"
"L4618","Hierarchy","org.apache.log4j.Hierarchy","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Hierarchy.java","66","1","575","2","0.0994475","1","6","2","0.0411765","0.084","21","21","3","4","2","51","17","5","6","18","45","0.88","0.475","228","197","22","3","0.475","228","1","3","0","0","3","252","510","10","8","10","8","27","0","24","5","27","137","0","24","5","252","510","10","8","10","8","27","0","24","5","27","137","0","24","5","0","0","31","5","19","0","0","0","1","0","14","0","1","0","0","8","0","1","0","2","9","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","0","0","6","0","5","0","0","2","0","0"
"L5263","HTMLLayout","org.apache.log4j.HTMLLayout","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\HTMLLayout.java","34","1","267","2","0","0","0","0","0","0","0","0","3","2","2","21","6","2","7","13","24","0.909091","0.311628","67","67","10","1","0.311628","67","2","2","0","0","1","148","234","10","8","8","5","11","2","10","2","14","97","4","13","2","148","234","10","8","8","5","11","2","10","2","14","97","4","13","2","0","0","14","3","74","0","0","0","1","0","0","0","1","0","0","4","0","1","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","5","0","62","0","0","0"
"L1203","Layout","org.apache.log4j.Layout","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Layout.java","30","1","89","2","0","0","0","0","0","0","0","0","0","0","0","5","2","53","25","0","5","1","0.607143","34","34","6","0","0.607143","34","1","1","7","14","1","22","60","2","3","2","3","5","2","5","0","6","3","2","6","0","22","60","2","3","2","3","5","2","5","0","6","3","2","6","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"L1237","Level","org.apache.log4j.Level","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Level.java","40","1","224","2","0","0","0","0","0","0","0","0","1","1","1","28","1","75","29","1","9","1","0.545977","95","86","5","0","0.545977","95","1","1","6","6","1","79","185","25","2","10","0","8","9","4","0","20","48","21","14","0","79","185","25","2","10","0","8","9","4","0","20","48","21","14","0","0","10","11","1","11","0","0","0","10","0","0","0","0","0","1","1","0","0","0","9","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0"
"L128","Logger","org.apache.log4j.Logger","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Logger.java","30","1","212","2","0","0","0","0","0","0","0","0","1","1","1","13","6","120","178","8","16","1","0.708333","119","119","8","0","0.708333","119","2","2","7","7","1","49","183","9","22","1","4","8","0","7","0","62","16","0","55","5","49","183","9","22","1","4","8","0","7","0","62","16","0","55","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"L12124","LogManager","org.apache.log4j.LogManager","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\LogManager.java","47","1","275","2","0","0","0","0","0","0","0","0","1","2","2","16","8","34","59","11","22","0.545455","0.346939","68","64","6","5","0.346939","68","0","0","0","0","0","128","229","7","6","7","6","11","4","10","1","11","27","4","10","1","128","229","7","6","7","6","11","4","10","1","11","27","4","10","1","0","1","17","3","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","11","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","1","0","6","0","0","0","0","0"
"L12182","LogMF","org.apache.log4j.LogMF","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\LogMF.java","45","1","1677","2","0.155476","10","35","17","0.113901","0.225455","186","186","1","6","5","223","5","1","120","18","116","1","0.46219","709","709","89","0","0.46219","709","1","1","0","0","1","825","1633","7","0","5","0","98","0","88","0","119","259","0","96","0","825","1633","7","0","5","0","98","0","88","0","119","259","0","96","0","0","2","144","1","27","0","0","0","0","0","109","0","0","0","9","0","0","1","0","23","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","21","1","0","0","0","0"
"L12782","LogSF","org.apache.log4j.LogSF","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\LogSF.java","34","1","1541","2","0.181323","10","35","17","0.123342","0.251351","186","186","1","5","5","195","5","1","113","18","112","1","0.475177","670","668","89","0","0.475177","670","1","1","0","0","1","740","1508","3","0","1","0","94","0","88","0","115","213","0","96","0","740","1508","3","0","1","0","94","0","88","0","115","213","0","96","0","0","1","135","1","19","0","0","0","0","0","109","0","0","0","3","0","0","1","0","19","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","20","1","0","0","0","0"
"L12184","LogXF","org.apache.log4j.LogXF","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\LogXF.java","29","1","371","2","0.238683","1","8","2","0.113703","0.232143","39","39","13","4","4","38","4","3","152","3","24","1","0.490909","162","162","9","0","0.490909","162","0","0","2","2","0","168","343","2","0","2","0","21","0","8","0","21","55","0","8","0","168","343","2","0","2","0","21","0","8","0","21","55","0","8","0","0","1","24","3","3","0","0","0","0","0","18","0","1","0","2","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","0","0","0","0"
"L13350","MDC","org.apache.log4j.MDC","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\MDC.java","46","1","212","2","0","0","0","0","0","0","0","0","1","3","3","37","2","13","29","1","12","1","0.313253","52","47","6","0","0.313253","52","0","0","0","0","0","114","167","5","3","5","3","11","0","5","0","11","46","0","5","0","114","167","5","3","5","3","11","0","5","0","11","46","0","5","0","0","3","12","2","8","0","0","3","0","0","0","0","0","0","0","4","0","0","0","1","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0"
"L13405","NDC","org.apache.log4j.NDC","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\NDC.java","102","1","435","2","0","0","0","0","0","0","0","0","1","2","2","35","2","14","26","2","15","1","0.627397","229","216","11","0","0.608466","230","0","0","0","0","0","136","320","3","2","3","2","13","0","10","1","13","69","0","10","1","148","334","5","2","5","2","14","0","10","1","14","73","0","10","1","0","0","4","2","23","0","0","0","13","0","0","0","0","0","0","6","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0"
"L255","PatternLayout","org.apache.log4j.PatternLayout","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\PatternLayout.java","399","1","511","2","0","0","0","0","0","0","0","0","3","1","1","11","4","26","41","3","11","1","0.892704","416","414","8","0","0.892704","416","2","2","3","3","1","50","113","9","4","7","1","8","2","7","1","11","16","4","10","1","50","113","9","4","7","1","8","2","7","1","11","16","4","10","1","0","0","8","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","1","0","0","0"
"L469","Priority","org.apache.log4j.Priority","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Priority.java","27","1","193","2","0","0","0","0","0","0","0","0","4","1","1","13","1","63","82","3","15","1","0.449664","67","67","11","0","0.449664","67","0","0","1","7","0","82","167","15","2","15","2","12","12","10","0","12","19","12","10","0","82","167","15","2","15","2","12","12","10","0","12","19","12","10","0","0","2","7","0","3","0","1","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"L3520","PropertyConfigurator","org.apache.log4j.PropertyConfigurator","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\PropertyConfigurator.java","93","1","942","2","0","0","0","0","0","0","0","0","2","6","6","91","23","25","54","41","61","1","0.481971","401","378","11","0","0.481971","401","1","1","0","0","1","431","850","21","0","19","0","20","1","10","0","20","242","3","10","0","431","850","21","0","19","0","20","1","10","0","20","242","3","10","0","0","4","39","29","49","0","0","4","5","0","0","0","1","0","10","16","0","4","0","6","16","0","3","0","0","1","0","0","0","0","42","1","0","0","0","0","0","0","0","0","1","0","8","4","1","1","0","0"
"L15000","PropertyWatchdog","org.apache.log4j.PropertyWatchdog","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\PropertyConfigurator.java","944","1","958","2","0","0","0","0","0","0","0","0","1","0","0","2","3","1","1","3","5","0.5","0.230769","3","3","1","1","0.230769","3","1","1","0","0","1","10","15","7","0","0","0","2","0","1","0","6","2","1","2","1","10","15","7","0","0","0","2","0","1","0","6","2","1","2","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L15092","NameValue","org.apache.log4j.NameValue","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\PropertyConfigurator.java","960","1","969","2","0","0","0","0","0","0","0","0","1","0","0","2","0","1","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","10","10","2","0","2","0","2","0","2","0","2","3","0","2","0","10","10","2","0","2","0","2","0","2","0","2","3","0","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15097","SortedKeyEnumeration","org.apache.log4j.SortedKeyEnumeration","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\PropertyConfigurator.java","971","1","996","2","0","0","0","0","0","0","0","0","1","3","3","6","0","1","1","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","22","26","1","0","1","0","3","0","3","0","3","17","0","3","0","22","26","1","0","1","0","3","0","3","0","3","17","0","3","0","0","0","9","1","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"L8465","ProvisionNode","org.apache.log4j.ProvisionNode","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\ProvisionNode.java","22","1","29","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","7","8","1","0","1","0","1","0","0","0","1","2","0","0","0","7","8","1","0","1","0","1","0","0","0","1","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3297","RollingFileAppender","org.apache.log4j.RollingFileAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\RollingFileAppender.java","45","1","284","2","0","0","0","0","0","0","0","0","1","5","5","30","8","4","8","12","24","0.909091","0.493506","114","98","10","1","0.493506","114","4","5","1","1","1","117","240","17","14","3","2","12","0","10","5","68","57","0","53","19","117","240","17","14","3","2","12","0","10","5","68","57","0","53","19","0","1","12","6","8","0","0","0","1","0","0","0","0","0","3","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","1","0","4","0","0","0","0","0"
"L3671","SimpleLayout","org.apache.log4j.SimpleLayout","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\SimpleLayout.java","36","1","78","2","0","0","0","0","0","0","0","0","3","0","0","4","3","4","9","3","7","0.6","0.588235","30","30","3","2","0.588235","30","2","2","0","0","1","21","43","3","3","1","0","4","0","4","0","7","7","2","7","0","21","43","3","3","1","0","4","0","4","0","7","7","2","7","0","0","0","8","0","5","0","0","0","0","0","0","0","1","0","0","2","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0"
"L13511","TTCCLayout","org.apache.log4j.TTCCLayout","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\TTCCLayout.java","74","1","217","2","0","0","0","0","0","0","0","0","2","2","2","14","4","3","7","9","19","1","0.605882","103","102","11","0","0.605882","103","3","3","0","0","1","67","144","15","9","4","3","10","0","10","3","23","29","6","23","8","67","144","15","9","4","3","10","0","10","3","23","29","6","23","8","0","0","3","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","1","0","0","0"
